day,ticker,det,confirmed,outcome,lat_min,fwd60
2026-06-24,SPY,C2 relsig-surge,False,REJECTED,,
2026-06-24,SPY,C3 breach+build,False,REJECTED,,
2026-06-24,SPY,C4 dollar-surge,False,REJECTED,,
2026-06-24,SPY,C1 dominance-handoff,False,REJECTED,,
2026-06-24,SPY,C2 relsig-surge,False,REJECTED,,
2026-06-24,SPY,C3 breach+build,False,REJECTED,,
2026-06-24,SPY,C4 dollar-surge,False,REJECTED,,
2026-06-24,SPY,C1 dominance-handoff,False,REJECTED,,
2026-06-24,SPY,C2 relsig-surge,True,REJECTED,90.0,-33.432974036674686
2026-06-24,SPY,C3 breach+build,False,REJECTED,,
2026-06-24,SPY,C4 dollar-surge,False,REJECTED,,
2026-06-24,SPY,C1 dominance-handoff,True,REJECTED,60.0,-32.409613944304425
2026-06-24,SPY,C2 relsig-surge,True,REJECTED,55.0,-33.432974036674686
2026-06-24,SPY,C3 breach+build,True,REJECTED,50.0,-29.641440778444945
2026-06-24,SPY,C4 dollar-surge,False,REJECTED,,
2026-06-24,QQQ,C1 dominance-handoff,True,REJECTED,10.0,-57.52616568930292
2026-06-24,QQQ,C2 relsig-surge,True,REJECTED,10.0,-57.52616568930292
2026-06-24,QQQ,C3 breach+build,True,REJECTED,5.0,-39.916816703652714
2026-06-24,QQQ,C4 dollar-surge,False,REJECTED,,
2026-06-24,QQQ,C1 dominance-handoff,False,REJECTED,,
2026-06-24,QQQ,C2 relsig-surge,False,REJECTED,,
2026-06-24,QQQ,C3 breach+build,False,REJECTED,,
2026-06-24,QQQ,C4 dollar-surge,False,REJECTED,,
2026-06-24,QQQ,C1 dominance-handoff,False,REJECTED,,
2026-06-24,QQQ,C2 relsig-surge,False,REJECTED,,
2026-06-24,QQQ,C3 breach+build,False,REJECTED,,
2026-06-24,QQQ,C4 dollar-surge,False,REJECTED,,
2026-06-24,SPXW,C1 dominance-handoff,True,ROLLED,60.0,-17.265993265992876
2026-06-24,SPXW,C2 relsig-surge,True,ROLLED,30.0,42.471747495993654
2026-06-24,SPXW,C3 breach+build,True,ROLLED,50.0,5.626733054020784
2026-06-24,SPXW,C4 dollar-surge,False,ROLLED,,
2026-06-24,SPXW,C1 dominance-handoff,True,CHOP,30.0,-17.265993265992876
2026-06-24,SPXW,C2 relsig-surge,True,CHOP,30.0,-17.265993265992876
2026-06-24,SPXW,C3 breach+build,True,CHOP,20.0,5.626733054020784
2026-06-24,SPXW,C4 dollar-surge,False,CHOP,,
2026-06-24,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-06-24,SPXW,C2 relsig-surge,False,REJECTED,,
2026-06-24,SPXW,C3 breach+build,False,REJECTED,,
2026-06-24,SPXW,C4 dollar-surge,False,REJECTED,,
2026-06-24,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-06-24,SPXW,C2 relsig-surge,False,REJECTED,,
2026-06-24,SPXW,C3 breach+build,False,REJECTED,,
2026-06-24,SPXW,C4 dollar-surge,False,REJECTED,,
2026-06-24,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-06-24,SPXW,C2 relsig-surge,False,REJECTED,,
2026-06-24,SPXW,C3 breach+build,True,REJECTED,5.0,-43.588331821911545
2026-06-24,SPXW,C4 dollar-surge,False,REJECTED,,
2026-06-24,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-06-24,SPXW,C2 relsig-surge,False,REJECTED,,
2026-06-24,SPXW,C3 breach+build,False,REJECTED,,
2026-06-24,SPXW,C4 dollar-surge,False,REJECTED,,
2026-06-24,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-06-24,SPXW,C2 relsig-surge,False,REJECTED,,
2026-06-24,SPXW,C3 breach+build,False,REJECTED,,
2026-06-24,SPXW,C4 dollar-surge,False,REJECTED,,
2026-06-25,SPY,C1 dominance-handoff,True,REJECTED,25.0,-43.036258895289116
2026-06-25,SPY,C2 relsig-surge,True,REJECTED,15.0,-8.226927208690688
2026-06-25,SPY,C3 breach+build,True,REJECTED,25.0,-43.036258895289116
2026-06-25,SPY,C4 dollar-surge,True,REJECTED,25.0,-43.036258895289116
2026-06-25,SPY,C1 dominance-handoff,False,REJECTED,,
2026-06-25,SPY,C2 relsig-surge,True,REJECTED,20.0,-0.5445733267979581
2026-06-25,SPY,C3 breach+build,False,REJECTED,,
2026-06-25,SPY,C4 dollar-surge,False,REJECTED,,
2026-06-25,SPY,C1 dominance-handoff,False,REJECTED,,
2026-06-25,SPY,C2 relsig-surge,True,REJECTED,30.0,-33.57460835287358
2026-06-25,SPY,C3 breach+build,False,REJECTED,,
2026-06-25,SPY,C4 dollar-surge,False,REJECTED,,
2026-06-25,SPY,C1 dominance-handoff,False,REJECTED,,
2026-06-25,SPY,C2 relsig-surge,False,REJECTED,,
2026-06-25,SPY,C3 breach+build,False,REJECTED,,
2026-06-25,SPY,C4 dollar-surge,False,REJECTED,,
2026-06-25,SPY,C1 dominance-handoff,True,CHOP,60.0,-34.90627020038858
2026-06-25,SPY,C2 relsig-surge,True,CHOP,20.0,14.318246901121658
2026-06-25,SPY,C3 breach+build,True,CHOP,60.0,-34.90627020038858
2026-06-25,SPY,C4 dollar-surge,True,CHOP,70.0,-46.20758076133754
2026-06-25,QQQ,C1 dominance-handoff,False,CHOP,,
2026-06-25,QQQ,C2 relsig-surge,True,CHOP,35.0,-24.55494168201338
2026-06-25,QQQ,C3 breach+build,True,CHOP,35.0,-24.55494168201338
2026-06-25,QQQ,C4 dollar-surge,False,CHOP,,
2026-06-25,QQQ,C1 dominance-handoff,True,ROLLED,75.0,-25.486045345662184
2026-06-25,QQQ,C2 relsig-surge,True,ROLLED,75.0,-25.486045345662184
2026-06-25,QQQ,C3 breach+build,True,ROLLED,5.0,-13.69413178505828
2026-06-25,QQQ,C4 dollar-surge,False,ROLLED,,
2026-06-25,QQQ,C1 dominance-handoff,True,CHOP,45.0,-25.486045345662184
2026-06-25,QQQ,C2 relsig-surge,True,CHOP,45.0,-25.486045345662184
2026-06-25,QQQ,C3 breach+build,True,CHOP,25.0,-3.286713286713477
2026-06-25,QQQ,C4 dollar-surge,False,CHOP,,
2026-06-25,QQQ,C1 dominance-handoff,True,ROLLED,15.0,-25.486045345662184
2026-06-25,QQQ,C2 relsig-surge,True,ROLLED,15.0,-25.486045345662184
2026-06-25,QQQ,C3 breach+build,True,ROLLED,10.0,-28.025655326268698
2026-06-25,QQQ,C4 dollar-surge,False,ROLLED,,
2026-06-25,QQQ,C1 dominance-handoff,False,REJECTED,,
2026-06-25,QQQ,C2 relsig-surge,False,REJECTED,,
2026-06-25,QQQ,C3 breach+build,False,REJECTED,,
2026-06-25,QQQ,C4 dollar-surge,False,REJECTED,,
2026-06-25,QQQ,C1 dominance-handoff,True,REJECTED,75.0,-65.34448360479006
2026-06-25,QQQ,C2 relsig-surge,True,REJECTED,45.0,-10.176272556823584
2026-06-25,QQQ,C3 breach+build,True,REJECTED,75.0,-65.34448360479006
2026-06-25,QQQ,C4 dollar-surge,False,REJECTED,,
2026-06-26,SPY,C1 dominance-handoff,False,CHOP,,
2026-06-26,SPY,C2 relsig-surge,True,CHOP,80.0,-6.132879045997213
2026-06-26,SPY,C3 breach+build,False,CHOP,,
2026-06-26,SPY,C4 dollar-surge,False,CHOP,,
2026-06-26,SPY,C1 dominance-handoff,True,ROLLED,85.0,-12.374386380015613
2026-06-26,SPY,C2 relsig-surge,True,ROLLED,50.0,-6.132879045997213
2026-06-26,SPY,C3 breach+build,True,ROLLED,65.0,-18.213079437569665
2026-06-26,SPY,C4 dollar-surge,False,ROLLED,,
2026-06-26,SPY,C1 dominance-handoff,True,CHOP,55.0,-12.374386380015613
2026-06-26,SPY,C2 relsig-surge,True,CHOP,20.0,-6.132879045997213
2026-06-26,SPY,C3 breach+build,True,CHOP,35.0,-18.213079437569665
2026-06-26,SPY,C4 dollar-surge,False,CHOP,,
2026-06-26,SPY,C1 dominance-handoff,True,CHOP,25.0,-12.374386380015613
2026-06-26,SPY,C2 relsig-surge,True,CHOP,60.0,0.06806147312246236
2026-06-26,SPY,C3 breach+build,True,CHOP,5.0,-18.213079437569665
2026-06-26,SPY,C4 dollar-surge,False,CHOP,,
2026-06-26,SPY,C1 dominance-handoff,False,REJECTED,,
2026-06-26,SPY,C2 relsig-surge,True,REJECTED,65.0,-18.82791152920693
2026-06-26,SPY,C3 breach+build,False,REJECTED,,
2026-06-26,SPY,C4 dollar-surge,False,REJECTED,,
2026-06-26,SPY,C1 dominance-handoff,False,REJECTED,,
2026-06-26,SPY,C2 relsig-surge,True,REJECTED,35.0,-18.82791152920693
2026-06-26,SPY,C3 breach+build,False,REJECTED,,
2026-06-26,SPY,C4 dollar-surge,False,REJECTED,,
2026-06-26,SPY,C1 dominance-handoff,False,REJECTED,,
2026-06-26,SPY,C2 relsig-surge,False,REJECTED,,
2026-06-26,SPY,C3 breach+build,False,REJECTED,,
2026-06-26,SPY,C4 dollar-surge,False,REJECTED,,
2026-06-26,QQQ,C1 dominance-handoff,True,ROLLED,65.0,-18.620148961190672
2026-06-26,QQQ,C2 relsig-surge,True,ROLLED,70.0,-32.725213098478356
2026-06-26,QQQ,C3 breach+build,True,ROLLED,65.0,-18.620148961190672
2026-06-26,QQQ,C4 dollar-surge,False,ROLLED,,
2026-06-26,QQQ,C1 dominance-handoff,True,ROLLED,30.0,-32.725213098478356
2026-06-26,QQQ,C2 relsig-surge,True,ROLLED,10.0,-3.161400008430719
2026-06-26,QQQ,C3 breach+build,True,ROLLED,5.0,17.804488420044986
2026-06-26,QQQ,C4 dollar-surge,True,ROLLED,15.0,-9.6846862652878
2026-06-26,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-06-26,SPXW,C2 relsig-surge,False,REJECTED,,
2026-06-26,SPXW,C3 breach+build,False,REJECTED,,
2026-06-26,SPXW,C4 dollar-surge,False,REJECTED,,
2026-06-26,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-06-26,SPXW,C2 relsig-surge,False,REJECTED,,
2026-06-26,SPXW,C3 breach+build,False,REJECTED,,
2026-06-26,SPXW,C4 dollar-surge,False,REJECTED,,
2026-06-26,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-06-26,SPXW,C2 relsig-surge,False,REJECTED,,
2026-06-26,SPXW,C3 breach+build,False,REJECTED,,
2026-06-26,SPXW,C4 dollar-surge,False,REJECTED,,
2026-06-26,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-06-26,SPXW,C2 relsig-surge,False,REJECTED,,
2026-06-26,SPXW,C3 breach+build,False,REJECTED,,
2026-06-26,SPXW,C4 dollar-surge,False,REJECTED,,
2026-06-29,SPY,C1 dominance-handoff,False,REJECTED,,
2026-06-29,SPY,C2 relsig-surge,True,REJECTED,20.0,17.525268992501868
2026-06-29,SPY,C3 breach+build,False,REJECTED,,
2026-06-29,SPY,C4 dollar-surge,False,REJECTED,,
2026-06-29,SPY,C1 dominance-handoff,False,CHOP,,
2026-06-29,SPY,C2 relsig-surge,True,CHOP,25.0,20.952845925382903
2026-06-29,SPY,C3 breach+build,True,CHOP,60.0,5.962059620596945
2026-06-29,SPY,C4 dollar-surge,False,CHOP,,
2026-06-29,SPY,C1 dominance-handoff,False,CHOP,,
2026-06-29,SPY,C2 relsig-surge,False,CHOP,,
2026-06-29,SPY,C3 breach+build,True,CHOP,30.0,5.962059620596945
2026-06-29,SPY,C4 dollar-surge,False,CHOP,,
2026-06-29,SPY,C1 dominance-handoff,False,CHOP,,
2026-06-29,SPY,C2 relsig-surge,False,CHOP,,
2026-06-29,SPY,C3 breach+build,True,CHOP,5.0,0.47395290262255974
2026-06-29,SPY,C4 dollar-surge,False,CHOP,,
2026-06-29,SPY,C1 dominance-handoff,True,CHOP,65.0,7.905672488934393
2026-06-29,SPY,C2 relsig-surge,False,CHOP,,
2026-06-29,SPY,C3 breach+build,True,CHOP,55.0,21.786197564276232
2026-06-29,SPY,C4 dollar-surge,False,CHOP,,
2026-06-29,SPY,C1 dominance-handoff,True,CHOP,35.0,7.905672488934393
2026-06-29,SPY,C2 relsig-surge,False,CHOP,,
2026-06-29,SPY,C3 breach+build,True,CHOP,25.0,21.786197564276232
2026-06-29,SPY,C4 dollar-surge,False,CHOP,,
2026-06-29,SPY,C1 dominance-handoff,False,CHOP,,
2026-06-29,SPY,C2 relsig-surge,False,CHOP,,
2026-06-29,SPY,C3 breach+build,False,CHOP,,
2026-06-29,SPY,C4 dollar-surge,False,CHOP,,
2026-06-29,QQQ,C1 dominance-handoff,True,ROLLED,50.0,48.956184215127465
2026-06-29,QQQ,C2 relsig-surge,True,ROLLED,30.0,46.22496147919812
2026-06-29,QQQ,C3 breach+build,True,ROLLED,55.0,41.83486751127783
2026-06-29,QQQ,C4 dollar-surge,True,ROLLED,50.0,48.956184215127465
2026-06-29,QQQ,C1 dominance-handoff,True,ROLLED,15.0,41.83486751127783
2026-06-29,QQQ,C2 relsig-surge,True,ROLLED,10.0,48.956184215127465
2026-06-29,QQQ,C3 breach+build,True,ROLLED,30.0,42.38234883396289
2026-06-29,QQQ,C4 dollar-surge,True,ROLLED,15.0,41.83486751127783
2026-06-29,QQQ,C1 dominance-handoff,True,CHOP,25.0,30.581465820510484
2026-06-29,QQQ,C2 relsig-surge,True,CHOP,20.0,30.605131065252877
2026-06-29,QQQ,C3 breach+build,True,CHOP,30.0,28.39366988183172
2026-06-29,QQQ,C4 dollar-surge,True,CHOP,25.0,30.581465820510484
2026-06-29,QQQ,C1 dominance-handoff,False,CHOP,,
2026-06-29,QQQ,C2 relsig-surge,False,CHOP,,
2026-06-29,QQQ,C3 breach+build,True,CHOP,65.0,29.402790491248574
2026-06-29,QQQ,C4 dollar-surge,False,CHOP,,
2026-06-29,QQQ,C1 dominance-handoff,False,CHOP,,
2026-06-29,QQQ,C2 relsig-surge,True,CHOP,45.0,-6.08583797839603
2026-06-29,QQQ,C3 breach+build,True,CHOP,10.0,29.402790491248574
2026-06-29,QQQ,C4 dollar-surge,True,CHOP,45.0,-6.08583797839603
2026-06-29,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-06-29,SPXW,C2 relsig-surge,False,REJECTED,,
2026-06-29,SPXW,C3 breach+build,False,REJECTED,,
2026-06-29,SPXW,C4 dollar-surge,False,REJECTED,,
2026-06-29,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-06-29,SPXW,C2 relsig-surge,True,REJECTED,75.0,3.6690416517165643
2026-06-29,SPXW,C3 breach+build,False,REJECTED,,
2026-06-29,SPXW,C4 dollar-surge,False,REJECTED,,
2026-06-29,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-06-29,SPXW,C2 relsig-surge,True,REJECTED,40.0,3.6690416517165643
2026-06-29,SPXW,C3 breach+build,False,REJECTED,,
2026-06-29,SPXW,C4 dollar-surge,False,REJECTED,,
2026-06-29,SPXW,C1 dominance-handoff,True,ROLLED,80.0,16.060036512331433
2026-06-29,SPXW,C2 relsig-surge,True,ROLLED,10.0,3.6690416517165643
2026-06-29,SPXW,C3 breach+build,True,ROLLED,85.0,8.574793875147085
2026-06-29,SPXW,C4 dollar-surge,False,ROLLED,,
2026-06-29,SPXW,C1 dominance-handoff,True,ROLLED,50.0,16.060036512331433
2026-06-29,SPXW,C2 relsig-surge,True,ROLLED,50.0,16.060036512331433
2026-06-29,SPXW,C3 breach+build,True,ROLLED,55.0,8.574793875147085
2026-06-29,SPXW,C4 dollar-surge,False,ROLLED,,
2026-06-29,SPXW,C1 dominance-handoff,True,ROLLED,20.0,16.060036512331433
2026-06-29,SPXW,C2 relsig-surge,True,ROLLED,20.0,16.060036512331433
2026-06-29,SPXW,C3 breach+build,True,ROLLED,25.0,8.574793875147085
2026-06-29,SPXW,C4 dollar-surge,False,ROLLED,,
2026-06-29,SPXW,C1 dominance-handoff,True,CHOP,80.0,0.5513502028563363
2026-06-29,SPXW,C2 relsig-surge,True,CHOP,80.0,0.5513502028563363
2026-06-29,SPXW,C3 breach+build,False,CHOP,,
2026-06-29,SPXW,C4 dollar-surge,False,CHOP,,
2026-06-30,SPY,C1 dominance-handoff,True,ROLLED,70.0,2.6799413092859363
2026-06-30,SPY,C2 relsig-surge,True,ROLLED,40.0,13.20738272581626
2026-06-30,SPY,C3 breach+build,True,ROLLED,5.0,17.244965744923228
2026-06-30,SPY,C4 dollar-surge,True,ROLLED,45.0,13.270955374737047
2026-06-30,SPY,C1 dominance-handoff,True,ROLLED,15.0,3.617436041720852
2026-06-30,SPY,C2 relsig-surge,True,ROLLED,15.0,3.617436041720852
2026-06-30,SPY,C3 breach+build,True,ROLLED,5.0,10.78965533417707
2026-06-30,SPY,C4 dollar-surge,True,ROLLED,15.0,3.617436041720852
2026-06-30,SPY,C1 dominance-handoff,False,CHOP,,
2026-06-30,SPY,C2 relsig-surge,False,CHOP,,
2026-06-30,SPY,C3 breach+build,False,CHOP,,
2026-06-30,SPY,C4 dollar-surge,False,CHOP,,
2026-06-30,SPY,C1 dominance-handoff,False,CHOP,,
2026-06-30,SPY,C2 relsig-surge,False,CHOP,,
2026-06-30,SPY,C3 breach+build,False,CHOP,,
2026-06-30,SPY,C4 dollar-surge,False,CHOP,,
2026-06-30,QQQ,C1 dominance-handoff,False,CHOP,,
2026-06-30,QQQ,C2 relsig-surge,True,CHOP,20.0,21.99613194955203
2026-06-30,QQQ,C3 breach+build,True,CHOP,15.0,24.78297872340339
2026-06-30,QQQ,C4 dollar-surge,False,CHOP,,
2026-06-30,QQQ,C1 dominance-handoff,True,ROLLED,50.0,-6.857732602747105
2026-06-30,QQQ,C2 relsig-surge,False,ROLLED,,
2026-06-30,QQQ,C3 breach+build,True,ROLLED,35.0,-4.2115273579466646
2026-06-30,QQQ,C4 dollar-surge,False,ROLLED,,
2026-06-30,SPXW,C1 dominance-handoff,True,CHOP,80.0,21.69275775037676
2026-06-30,SPXW,C2 relsig-surge,True,CHOP,15.0,-4.683483494735096
2026-06-30,SPXW,C3 breach+build,True,CHOP,15.0,-4.683483494735096
2026-06-30,SPXW,C4 dollar-surge,True,CHOP,20.0,12.541570751341482
2026-06-30,SPXW,C1 dominance-handoff,False,CHOP,,
2026-06-30,SPXW,C2 relsig-surge,False,CHOP,,
2026-06-30,SPXW,C3 breach+build,False,CHOP,,
2026-06-30,SPXW,C4 dollar-surge,False,CHOP,,
2026-06-30,SPXW,C1 dominance-handoff,False,CHOP,,
2026-06-30,SPXW,C2 relsig-surge,False,CHOP,,
2026-06-30,SPXW,C3 breach+build,False,CHOP,,
2026-06-30,SPXW,C4 dollar-surge,False,CHOP,,
2026-06-30,SPXW,C1 dominance-handoff,True,CHOP,75.0,8.762640475664158
2026-06-30,SPXW,C2 relsig-surge,False,CHOP,,
2026-06-30,SPXW,C3 breach+build,False,CHOP,,
2026-06-30,SPXW,C4 dollar-surge,False,CHOP,,
2026-07-01,SPY,C1 dominance-handoff,False,CHOP,,
2026-07-01,SPY,C2 relsig-surge,False,CHOP,,
2026-07-01,SPY,C3 breach+build,False,CHOP,,
2026-07-01,SPY,C4 dollar-surge,True,CHOP,85.0,7.9493911033624896
2026-07-01,SPY,C1 dominance-handoff,False,CHOP,,
2026-07-01,SPY,C2 relsig-surge,False,CHOP,,
2026-07-01,SPY,C3 breach+build,False,CHOP,,
2026-07-01,SPY,C4 dollar-surge,True,CHOP,55.0,7.9493911033624896
2026-07-01,SPY,C1 dominance-handoff,False,CHOP,,
2026-07-01,SPY,C2 relsig-surge,False,CHOP,,
2026-07-01,SPY,C3 breach+build,False,CHOP,,
2026-07-01,SPY,C4 dollar-surge,True,CHOP,25.0,7.9493911033624896
2026-07-01,QQQ,C1 dominance-handoff,True,CHOP,30.0,-14.987989077246688
2026-07-01,QQQ,C2 relsig-surge,True,CHOP,30.0,-14.987989077246688
2026-07-01,QQQ,C3 breach+build,True,CHOP,30.0,-14.987989077246688
2026-07-01,QQQ,C4 dollar-surge,False,CHOP,,
2026-07-01,QQQ,C1 dominance-handoff,False,REJECTED,,
2026-07-01,QQQ,C2 relsig-surge,True,REJECTED,70.0,-12.204235829716442
2026-07-01,QQQ,C3 breach+build,True,REJECTED,10.0,-32.325524179218846
2026-07-01,QQQ,C4 dollar-surge,False,REJECTED,,
2026-07-01,QQQ,C1 dominance-handoff,False,REJECTED,,
2026-07-01,QQQ,C2 relsig-surge,True,REJECTED,40.0,-12.204235829716442
2026-07-01,QQQ,C3 breach+build,False,REJECTED,,
2026-07-01,QQQ,C4 dollar-surge,False,REJECTED,,
2026-07-01,QQQ,C1 dominance-handoff,False,REJECTED,,
2026-07-01,QQQ,C2 relsig-surge,True,REJECTED,10.0,-12.204235829716442
2026-07-01,QQQ,C3 breach+build,False,REJECTED,,
2026-07-01,QQQ,C4 dollar-surge,False,REJECTED,,
2026-07-01,QQQ,C1 dominance-handoff,False,REJECTED,,
2026-07-01,QQQ,C2 relsig-surge,False,REJECTED,,
2026-07-01,QQQ,C3 breach+build,False,REJECTED,,
2026-07-01,QQQ,C4 dollar-surge,False,REJECTED,,
2026-07-01,QQQ,C1 dominance-handoff,False,REJECTED,,
2026-07-01,QQQ,C2 relsig-surge,False,REJECTED,,
2026-07-01,QQQ,C3 breach+build,False,REJECTED,,
2026-07-01,QQQ,C4 dollar-surge,False,REJECTED,,
2026-07-01,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-07-01,SPXW,C2 relsig-surge,False,REJECTED,,
2026-07-01,SPXW,C3 breach+build,False,REJECTED,,
2026-07-01,SPXW,C4 dollar-surge,False,REJECTED,,
2026-07-01,SPXW,C1 dominance-handoff,False,CHOP,,
2026-07-01,SPXW,C2 relsig-surge,False,CHOP,,
2026-07-01,SPXW,C3 breach+build,False,CHOP,,
2026-07-01,SPXW,C4 dollar-surge,False,CHOP,,
2026-07-01,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-07-01,SPXW,C2 relsig-surge,False,REJECTED,,
2026-07-01,SPXW,C3 breach+build,False,REJECTED,,
2026-07-01,SPXW,C4 dollar-surge,False,REJECTED,,
2026-07-01,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-07-01,SPXW,C2 relsig-surge,False,REJECTED,,
2026-07-01,SPXW,C3 breach+build,False,REJECTED,,
2026-07-01,SPXW,C4 dollar-surge,False,REJECTED,,
2026-07-01,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-07-01,SPXW,C2 relsig-surge,False,REJECTED,,
2026-07-01,SPXW,C3 breach+build,False,REJECTED,,
2026-07-01,SPXW,C4 dollar-surge,False,REJECTED,,
2026-07-01,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-07-01,SPXW,C2 relsig-surge,False,REJECTED,,
2026-07-01,SPXW,C3 breach+build,False,REJECTED,,
2026-07-01,SPXW,C4 dollar-surge,False,REJECTED,,
2026-07-01,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-07-01,SPXW,C2 relsig-surge,False,REJECTED,,
2026-07-01,SPXW,C3 breach+build,False,REJECTED,,
2026-07-01,SPXW,C4 dollar-surge,False,REJECTED,,
2026-07-02,SPY,C1 dominance-handoff,False,REJECTED,,
2026-07-02,SPY,C2 relsig-surge,True,REJECTED,60.0,-31.709851506720867
2026-07-02,SPY,C3 breach+build,False,REJECTED,,
2026-07-02,SPY,C4 dollar-surge,False,REJECTED,,
2026-07-02,SPY,C1 dominance-handoff,False,REJECTED,,
2026-07-02,SPY,C2 relsig-surge,True,REJECTED,45.0,-47.97384219554086
2026-07-02,SPY,C3 breach+build,False,REJECTED,,
2026-07-02,SPY,C4 dollar-surge,False,REJECTED,,
2026-07-02,SPY,C1 dominance-handoff,False,REJECTED,,
2026-07-02,SPY,C2 relsig-surge,True,REJECTED,15.0,-47.97384219554086
2026-07-02,SPY,C3 breach+build,False,REJECTED,,
2026-07-02,SPY,C4 dollar-surge,False,REJECTED,,
2026-07-02,SPY,C1 dominance-handoff,False,REJECTED,,
2026-07-02,SPY,C2 relsig-surge,True,REJECTED,25.0,-25.93745368311934
2026-07-02,SPY,C3 breach+build,True,REJECTED,10.0,-29.396925767716464
2026-07-02,SPY,C4 dollar-surge,False,REJECTED,,
2026-07-02,SPY,C1 dominance-handoff,True,ROLLED,25.0,16.31805370123176
2026-07-02,SPY,C2 relsig-surge,True,ROLLED,65.0,-8.081134591296925
2026-07-02,SPY,C3 breach+build,True,ROLLED,5.0,12.541467756291823
2026-07-02,SPY,C4 dollar-surge,False,ROLLED,,
2026-07-02,QQQ,C1 dominance-handoff,True,REJECTED,15.0,-136.55267863872166
2026-07-02,QQQ,C2 relsig-surge,True,REJECTED,10.0,-154.7762667251585
2026-07-02,QQQ,C3 breach+build,True,REJECTED,5.0,-119.05906263303267
2026-07-02,QQQ,C4 dollar-surge,True,REJECTED,15.0,-136.55267863872166
2026-07-02,QQQ,C1 dominance-handoff,False,REJECTED,,
2026-07-02,QQQ,C2 relsig-surge,False,REJECTED,,
2026-07-02,QQQ,C3 breach+build,False,REJECTED,,
2026-07-02,QQQ,C4 dollar-surge,False,REJECTED,,
2026-07-02,QQQ,C1 dominance-handoff,True,ROLLED,80.0,-30.67959525451328
2026-07-02,QQQ,C2 relsig-surge,True,ROLLED,10.0,2.7442950328250943
2026-07-02,QQQ,C3 breach+build,True,ROLLED,5.0,11.260310221545963
2026-07-02,QQQ,C4 dollar-surge,True,ROLLED,15.0,-3.2387523762587924
2026-07-02,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-07-02,SPXW,C2 relsig-surge,False,REJECTED,,
2026-07-02,SPXW,C3 breach+build,False,REJECTED,,
2026-07-02,SPXW,C4 dollar-surge,False,REJECTED,,
2026-07-02,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-07-02,SPXW,C2 relsig-surge,False,REJECTED,,
2026-07-02,SPXW,C3 breach+build,False,REJECTED,,
2026-07-02,SPXW,C4 dollar-surge,False,REJECTED,,
2026-07-02,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-07-02,SPXW,C2 relsig-surge,False,REJECTED,,
2026-07-02,SPXW,C3 breach+build,False,REJECTED,,
2026-07-02,SPXW,C4 dollar-surge,False,REJECTED,,
2026-07-02,SPXW,C1 dominance-handoff,False,REJECTED,,
2026-07-02,SPXW,C2 relsig-surge,False,REJECTED,,
2026-07-02,SPXW,C3 breach+build,False,REJECTED,,
2026-07-02,SPXW,C4 dollar-surge,False,REJECTED,,
2026-07-06,SPY,C1 dominance-handoff,False,CHOP,,
2026-07-06,SPY,C2 relsig-surge,True,CHOP,30.0,9.34061901616655
2026-07-06,SPY,C3 breach+build,True,CHOP,30.0,9.34061901616655
2026-07-06,SPY,C4 dollar-surge,False,CHOP,,
2026-07-06,SPY,C1 dominance-handoff,False,CHOP,,
2026-07-06,SPY,C2 relsig-surge,False,CHOP,,
2026-07-06,SPY,C3 breach+build,False,CHOP,,
2026-07-06,SPY,C4 dollar-surge,False,CHOP,,
2026-07-06,SPY,C1 dominance-handoff,False,CHOP,,
2026-07-06,SPY,C2 relsig-surge,False,CHOP,,
2026-07-06,SPY,C3 breach+build,False,CHOP,,
2026-07-06,SPY,C4 dollar-surge,False,CHOP,,
2026-07-06,SPY,C1 dominance-handoff,False,CHOP,,
2026-07-06,SPY,C2 relsig-surge,False,CHOP,,
2026-07-06,SPY,C3 breach+build,False,CHOP,,
2026-07-06,SPY,C4 dollar-surge,False,CHOP,,
2026-07-06,SPY,C1 dominance-handoff,False,CHOP,,
2026-07-06,SPY,C2 relsig-surge,False,CHOP,,
2026-07-06,SPY,C3 breach+build,False,CHOP,,
2026-07-06,SPY,C4 dollar-surge,True,CHOP,65.0,-9.520512376666513
2026-07-06,SPY,C1 dominance-handoff,True,REJECTED,65.0,3.328495919264003
2026-07-06,SPY,C2 relsig-surge,True,REJECTED,80.0,10.928670433948849
