day,ticker,state,dir,K,fireTsMs,exitTsMs,entrySpot,hr,g7_gate,final_sys,occ,entry_atfire,pnl_atfire,confirmed,entry_confirm,pnl_confirm,pnl_nextexp,mfe_pct,mae_pct,t_peak_min,entry_vol,entry_iv,prem_pct,breakeven_bps,f1,f5,f15,onesided15,accel,gex_regime,d_wall_bps,d_flip_bps,pin,vixd15,daytype,trend_day,nfp,fomc,opex,big_open,gex_state,flow_agree5,flow_onesided,flow_extreme,premium_band,flag_afternoon,flag_posgex_noroom,flag_flow_exhausted,flag_flow_against,flag_pin,flag_breakeven,nflags
2026-04-10,SPY,BEAR_RUG,-1,680,1775843700000,1775851200000,679.53,13.916666666666666,False,False,SPY260410P00680000,1.03,-10.999999999999998,False,,,,32.038834951456316,-46.60194174757281,12.0,637,0.1667,0.15157535355319118,15.15753535531912,-371341.0,2534451.0,3730313.0,0.3495151189146489,1172657.0,0.24342369752430165,7.799508483804582,7.799508483804582,True,-0.1700000000000017,flat,False,False,False,False,False,positive,False,False,False,good_0.5-2,True,True,False,True,True,False,4
2026-04-10,SPXW,BEAR_RUG,-1,6815,1775847000000,1775848500000,6815.23,14.833333333333334,False,False,SPXW260410P06815000,5.1,-330.0,False,,,,0.0,-70.19607843137254,0.0,275,0.168,0.0748323974392647,7.48323974392647,16399.0,-718145.0,-4201474.0,0.09553942395112572,1017956.5,0.7126837461201443,22.347008098038607,51.69304630951496,True,-0.030000000000001137,flat,False,False,False,False,False,positive,True,False,False,bad_2-10,True,False,False,False,True,False,2
2026-04-13,SPY,BEAR_RUG,-1,680,1776087000000,1776087300000,679.5,9.5,False,False,SPY260413P00680000,3.0,37.000000000000014,True,3.08,29.000000000000004,,12.333333333333336,0.0,5.0,359,0.2255,0.44150110375275936,44.150110375275936,161403.0,161403.0,161403.0,0.09667993844705194,,0.42652619443477063,36.79175864606328,36.79175864606328,True,,up,True,False,False,False,False,positive,False,False,False,bad_2-10,False,False,False,True,True,True,3
2026-04-13,QQQ,BEAR_RUG,-1,611,1776087000000,1776087300000,611.13,9.5,False,False,QQQ260413P00611000,2.45,27.0,True,2.55,17.000000000000036,,17.959183673469383,0.0,2.0,172,0.285,0.4008966995565592,40.08966995565592,118219.0,118219.0,118219.0,0.7005279780986863,,0.06420700335143756,34.85346816552936,30.599054211051733,False,,up,True,False,False,False,False,neutral,False,True,False,bad_2-10,False,False,True,True,False,True,3
2026-04-13,SPXW,BULL_REVERSE,1,6800,1776087300000,1776087600000,6798.44,9.583333333333334,True,True,SPXW260413C06800000,13.7,-59.999999999999964,False,,,-66.00000000000001,0.7299270072992805,-11.67883211678832,4.0,431,0.2229,0.20151681856425885,20.151681856425885,-1861311.0,-6467467.0,-6467467.0,0.7450845195703913,-5970472.0,-0.452020587531166,24.358529309665748,71.2516400821359,False,,up,True,False,False,False,False,negative,False,True,False,other,False,False,True,True,False,False,2
2026-04-13,SPXW,BEAR_RUG,-1,6820,1776088800000,1776099000000,6819.6,10.0,False,False,SPXW260413P06820000,12.47,-982.0,True,14.73,-1208.0,,47.55412991178827,-78.74899759422614,17.0,225,0.2054,0.18285529943105167,18.285529943105168,-10245223.0,-22429090.0,-48263227.0,0.33652906725379367,-10024770.5,-0.2058734735967943,58.067921872251105,102.05877177547123,False,-0.5899999999999999,up,True,False,False,False,False,negative,True,False,False,other,False,False,False,False,False,False,0
2026-04-13,QQQ,BULL_REVERSE,1,611,1776090000000,1776092700000,610.8,10.333333333333334,True,True,QQQ260413C00611000,1.32,47.0,True,1.51,28.000000000000004,29.000000000000004,85.60606060606061,0.0,38.0,3211,0.2404,0.21611001964636545,21.611001964636543,607609.0,11214.0,789407.0,0.08894178578514654,20588.5,0.6495211203500524,3.274394237066888,1486.5749836280281,False,-0.129999999999999,up,True,False,False,False,False,positive,True,False,False,good_0.5-2,False,True,False,False,False,False,1
2026-04-13,QQQ,BEAR_RUG,-1,611,1776090300000,1776093600000,611.35,10.416666666666666,False,False,QQQ260413P00611000,1.32,-56.00000000000001,True,1.36,-60.00000000000001,,3.7878787878787907,-53.787878787878796,2.0,4153,0.241,0.21591559663040813,21.59155966304081,-102830.0,-1207152.0,-171120.0,0.020100445846495178,-1273575.0,0.7215585596405352,5.725034759139981,1494.2340721354383,False,-0.23000000000000043,up,True,False,False,False,False,positive,True,False,False,good_0.5-2,False,True,False,False,False,False,1
2026-04-13,SPY,BULL_REVERSE,1,680,1776094800000,1776097800000,680.03,11.666666666666666,True,True,SPY260413C00680000,1.05,90.99999999999999,False,,,81.0,86.66666666666666,-44.761904761904766,50.0,1711,0.1767,0.15440495272267402,15.440495272267402,907519.0,41827.0,3660443.0,0.2632936596849303,-1350332.0,0.28935439004292424,73.08501095539944,132.78825934149924,True,-0.010000000000001563,up,True,False,False,False,False,positive,True,False,False,good_0.5-2,False,False,False,False,True,False,1
2026-04-13,SPY,BEAR_RUG,-1,680,1776095100000,1776097800000,679.5,11.75,False,False,SPY260413P00680000,1.3,-78.0,False,,,,19.23076923076923,-60.0,17.0,1102,0.1785,0.19131714495952906,19.131714495952906,-169530.0,2918546.0,7892010.0,0.49384509102832536,430901.5,0.2535165942944535,36.79175864606328,80.94186902133923,True,0.030000000000001137,up,True,False,False,False,False,positive,False,True,False,good_0.5-2,False,False,True,True,True,False,3
2026-04-13,QQQ,BEAR_RUG,-1,612,1776096600000,1776107100000,611.9,12.166666666666666,False,False,QQQ260413P00612000,1.05,-101.0,False,,,,4.761904761904765,-97.14285714285714,5.0,332,0.1927,0.17159666612191538,17.159666612191536,397515.0,1894787.0,583056.0,0.0918976443678932,2891598.5,0.8476607526882016,14.708285667592374,1501.8793920575254,True,-0.11999999999999744,up,True,False,False,False,False,positive,False,False,False,good_0.5-2,False,True,False,True,True,False,3
